0x7b9125188bc4, 3868, 0, 3868
0x7b9125188bb5, 3868, 0, 3868
0x7b9125188beb, 3603, 3561, 42
0x7b9125188c53, 3603, 0x7b9125093e6e, 1889, 0x7b9125093eab, 1629, 0x7b9125093a40, 46, 0x7b91250956b0, 39
0x4107d9, 3340, 3120, 220
0x40cb1d, 3340, 3320, 20
0x410a92, 2733
0x410a99, 2733, 336, 2397
0x410a79, 2733
0x4108ce, 2560, 2400, 160
0x410878, 2560, 780, 1780
0x410aeb, 2272, 225, 2047
0x410ad2, 2272
0x7b9125188ca0, 2035, 1770, 265
0x40d0a4, 1840, 120, 1720
0x40d0ca, 1840, 1840, 0
0x40d219, 1820, 1800, 20
0x40d1b1, 1820
0x40cb9a, 1820, 1800, 20
0x4107cc, 1780, 1680, 100
0x40caf3, 1780, 1780, 0
0x4108b3, 1780
0x40cbd8, 1780, 1760, 20
0x41089a, 1780
0x40c001, 1760, 1760, 0
0x7b913990b428, 1663, 617, 1046
0x41034b, 1564, 1496, 68
0x40ecd2, 1564, 1564, 0
0x40ecda, 1564, 1496, 68
0x40ec59, 1564
0x7b9139906f01, 1079, 957, 122
0x7b913990b42c, 1066, 1035, 31
0x7b9125093e0e, 920, 920, 0
0x7b9125093e2b, 920, 912, 8
0x7b9125093dae, 920, 0, 920
0x7b9125093e05, 920, 0, 920
0x7b9125093dfa, 920, 0x7b91250938b0, 920
0x7b9125093db8, 920, 0, 920
0x7b9125093d85, 912, 0, 912
0x7b9139911980, 902, 22, 880
0x7b913991199d, 902, 682, 220
0x7b9139911993, 902, 0, 902
0x7b913990712c, 894, 816, 78
0x7b9139907120, 816, 67, 749
0x4108b5, 780
0x4182fb, 767, 767, 0
0x4182b9, 767
0x418303, 767, 647, 120
0x40badb, 680, 660, 20
0x7b913990b42f, 628, 628, 0
0x410646, 587, 467, 120
0x7b913990661d, 575, 0, 575
0x7b913990662b, 575, 563, 12
0x7b9139906639, 572, 572, 0
0x7b913990659a, 572, 567, 5
0x7b9139906590, 572, 0, 572
0x7b9139906651, 572, 572, 0
0x7b91399065c2, 567, 137, 430
0x40c5d5, 524, 523, 1
