0x7b43b3bc0475, 4, 0x7b43b3bc058f, 1, 0x7b43b3bc057a, 1, 0x7b43b3bc0565, 1, 0x7b43b3bc0550, 1
0x7b43b3bc0438, 4, 0, 4
0x7b43b3bb8cb7, 4, 1, 3
0x7b43b3baa527, 4, 1, 3
0x7b43b3bc9b38, 4, 0x7b43b3baa527, 4
0x7b43b3bc9980, 4, 0x7b43b3bbfde0, 3, 0x7b43b3baf76e, 1
0x7b43b3bc4159, 4, 0, 4
0x7b43b3bb61d0, 4, 0, 4
0x7b43b3bbc262, 4, 4, 0
0x7b43b3bc485b, 4, 3, 1
0x7b43b3bb8cce, 4, 2, 2
0x7b43b3bb61c3, 4, 1, 3
0x7b43b3baa518, 4
0x7b43b3bbfae2, 4, 3, 1
0x7b43b3bbb1c0, 4
0x7b43b3baac39, 4, 1, 3
0x7b43b3ba849f, 4, 0, 4
0x7b43b3ba84a8, 4, 3, 1
0x7b43b3bb61b0, 4, 0, 4
0x7b43b3bc45da, 4, 1, 3
0x7b43b3bbfbb6, 4, 3, 1
0x7b43b3baa91d, 4, 0, 4
0x7b43b3bb6328, 4, 4, 0
0x7b43b3bb2708, 4, 0x7b43b3bc5789, 2, 0x7b43b3bc639c, 1, 0x7b43b3bc56f2, 1
0x7b43b3bc45cd, 4, 0, 4
0x7b43b3bc3296, 4
0x7b43b3bb89b8, 4, 0, 4
0x7b43b3baaeaf, 4, 3, 1
0x7b43b3bb2240, 4, 1, 3
0x7b43b3bc492e, 4, 1, 3
0x7b43b3bc4460, 4, 1, 3
0x7b43b3bb61e7, 4, 0x7b43b3bab86e, 1, 0x7b43b3bc4de8, 1, 0x7b43b3bc47bc, 1, 0x7b43b3bc3731, 1
0x7b43b3bbfdfc, 4, 3, 1
0x7b43b3bc4116, 4, 3, 1
0x7b43b3bc045b, 4, 0, 4
0x7b43b3bc4144, 4, 1, 3
0x7b43b3bb9230, 4, 0, 4
0x7b43b3baa939, 4, 0, 4
0x7b43b3bb95e0, 4
0x7b43b3bbc250, 4
0x7b43b3bb89bd, 4, 4, 0
0x7b43b3baa929, 4, 0, 4
0x7b43b3bc8d58, 4, 3, 1
0x7b43b3baaf1f, 4, 1, 3
0x7b43b3bb62c4, 4, 0, 4
0x7b43b3baa952, 4, 2, 2
0x7b43b3bac370, 4, 1, 3
0x7b43b3bcb690, 4, 0, 4
0x7b43b3baa94c, 4, 0, 4
0x7b43b3bb95ee, 4, 3, 1
0x7b43b3bc044b, 4, 0, 4
0x7b43b3bac3a8, 4, 0, 4
0x7b43b3bac3b2, 4, 2, 2
0x7b43b3bb89b0, 4, 4, 0
0x7b43b3baac1b, 4, 0, 4
0x7b43b3bb9377, 4, 0x7b43b3bb95ee, 4
0x7b43b3bb9247, 4, 1, 3
0x7b43b3ba7330, 4, 4, 0
0x7b43b3bc4169, 4, 4, 0
0x7b43b3bb8c90, 4, 0, 4
0x7b43b3bb9216, 4, 0x7b43b3baf1c0, 4
0x7b43b3bbb1e0, 4
0x7b43b3bc4921, 4, 0, 4
0x7b43b3ba8499, 4, 0, 4
0x7b43b3bc0400, 4
0x7b43b3baad02, 4, 1, 3
0x7b43b3bb9267, 4, 2, 2
0x7b43b3ba7381, 4, 0x7b43b3ba749b, 3, 0x7b43b3ba7c6c, 1
0x7b43b3bcb6ca, 4, 4, 0
0x7b43b3baad70, 3, 2, 1
0x7b43b3baaca2, 3, 0, 3
0x7b43b3bbd9e0, 3, 0, 3
0x7b439f496a2f, 3
0x7b439f496a2b, 3, 0, 3
0x7b439f4968bb, 3, 3, 0
0x7b43b3ba8824, 3, 2, 1
0x7b439f49689e, 3, 0, 3
0x7b43b3bb2484, 3, 3, 0
0x7b43b3bc968b, 3, 3, 0
0x7b43b3baecd8, 3, 0, 3
0x7b43b3baaf79, 3, 3, 0
0x7b43b3ba5c02, 3, 2, 1
0x7b439f496219, 3, 1, 2
0x7b43b3bcac60, 3, 1, 2
0x7b43b3bb2569, 3, 2, 1
0x7b43b3baaf54, 3
0x7b43b3bb2720, 3, 2, 1
0x7b439f4961f2, 3, 0, 3
0x7b43b3bc9680, 3, 0, 3
0x7b43b3bbfde0, 3
0x7b43b3bb2b9f, 3, 1, 2
0x7b43b3ba4090, 3, 0, 3
0x7b43b3baf739, 3
0x7b43b3ba5bd8, 3, 2, 1
0x7b43b3baaea1, 3, 0, 3
0x7b43b3bbdcd0, 3, 0, 3
0x7b43b3bc3640, 3, 0, 3
0x7b43b3baedc9, 3, 0x7b43b3ba4034, 1, 0x7b43b3bc077f, 1, 0x7b43b3bc073c, 1
0x7b43b3bb8e0c, 3, 3, 0
0x7b43b3bb8f68, 3
0x7b43b3baf610, 3, 0x7b43b3bb7e60, 3
0x7b439f496257, 3, 0, 3
0x7b43b3bc493e, 3
0x7b43b3bc4852, 3, 1, 2
0x7b43b3bc8dc3, 3, 0x7b43b3bb3451, 3
0x7b43b3bc4840, 3, 1, 2
0x7b43b3ba40b1, 3, 2, 1
0x7b43b3bc569d, 3, 2, 1
0x7b43b3ba8568, 3
0x7b43b3bc3665, 3, 3, 0
0x7b439f496380, 3
0x7b43b3bb297f, 3, 0, 3
0x7b43b3bab398, 3, 0, 3
0x7b43b3bc3694, 3, 2, 1
0x7b43b3bb28dc, 3, 3, 0
0x7b43b3bb24c0, 3, 1, 2
0x7b43b3baed18, 3, 3, 0
0x7b43b3bb985e, 3, 3, 0
0x7b43b3ba8580, 3, 2, 1
0x7b43b3bb26e7, 3, 0, 3
0x7b43b3bab00f, 3, 3, 0
0x7b439f4962be, 3
0x7b43b3bb2479, 3, 0, 3
0x7b43b3bb62b7, 3, 0, 3
0x7b439f4962a2, 3, 0, 3
0x7b43b3baf637, 3, 1, 2
0x7b43b3ba8578, 3
0x7b43b3bb91e9, 3, 2, 1
0x7b43b3bb9353, 3, 2, 1
0x7b43b3ba8530, 3, 2, 1
0x7b43b3bb2400, 3, 0, 3
0x7b43b3bbb0f4, 3, 0, 3
0x7b43b3ba748c, 3
0x7b43b3bc45ea, 3
0x7b43b3bab005, 3, 0, 3
0x7b439f496274, 3, 3, 0
0x7b43b3bc4149, 3, 3, 0
0x7b43b3bb2272, 3, 0, 3
0x7b43b3bbfc28, 3, 3, 0
0x7b43b3bbb14c, 3, 3, 0
0x7b43b3ba8727, 3, 0x7b43b3ba8824, 3
0x7b43b3bbfc5e, 3
0x7b43b3ba8670, 3, 1, 2
0x7b43b3bbfc83, 3, 3, 0
0x7b43b3bcbb3e, 3, 0, 3
0x7b43b3bb95c0, 3, 3, 0
0x7b43b3baf81f, 3, 1, 2
0x7b43b3ba880e, 3, 0, 3
0x7b43b3ba87ea, 3, 0, 3
0x7b43b3bc446c, 3, 2, 1
0x7b43b3bb22f6, 3, 3, 0
0x7b43b3bc0040, 3, 3, 0
0x7b43b3bbda02, 3, 0, 3
0x7b43b3bbfc2f, 3, 2, 1
0x7b43b3bbb140, 3
