 allocated memory at: 0x60217cd28000
after memory allocation
after identifying candidate routines
after chaining all branch targets
after setting initial estimated new ins addrs in tc
jump to orig addr: 0x60217c68f4e3 : 0x60217c670bbe: jmp qword ptr [rip+0x70aff554]
jump to orig addr: 0x60217c699b28 : 0x60217c671765: jmp qword ptr [rip+0x70afe784]
jump to orig addr: 0x60217c699b28 : 0x60217c6718bd: jmp qword ptr [rip+0x70afe603]
jump to orig addr: 0x60217c699b2c : 0x60217c671af1: jmp qword ptr [rip+0x70afe396]
jump to orig addr: 0x60217c699b2c : 0x60217c671da6: jmp qword ptr [rip+0x70afe088]
jump to orig addr: 0x60217c69380b : 0x60217c67208f: jmp qword ptr [rip+0x70afddba]
jump to orig addr: 0x60217c699b28 : 0x60217c6731e1: jmp qword ptr [rip+0x70afc9a3]
jump to orig addr: 0x60217c6956cc : 0x60217c6747ba: jmp qword ptr [rip+0x70afb1b1]
jump to orig addr: 0x60217c699b27 : 0x60217c675c44: jmp qword ptr [rip+0x70af998a]
jump to orig addr: 0x60217c69560f : 0x60217c6764c2: jmp qword ptr [rip+0x70af8ff3]
jump to orig addr: 0x60217c699b2c : 0x60217c677c43: jmp qword ptr [rip+0x70af7515]
jump to orig addr: 0x60217c699b2c : 0x60217c677f65: jmp qword ptr [rip+0x70af715a]
jump to orig addr: 0x60217c6956cc : 0x60217c678026: jmp qword ptr [rip+0x70af711c]
jump to orig addr: 0x60217c694b32 : 0x60217c678605: jmp qword ptr [rip+0x70af6aac]
jump to orig addr: 0x60217c695e09 : 0x60217c678b92: jmp qword ptr [rip+0x70af6426]
jump to orig addr: 0x60217c6956cc : 0x60217c6793c2: jmp qword ptr [rip+0x70af5b09]
jump to orig addr: 0x60217c699b2c : 0x60217c679689: jmp qword ptr [rip+0x70af5755]
jump to orig addr: 0x60217c696fac : 0x60217c679ecf: jmp qword ptr [rip+0x70af4e4a]
jump to orig addr: 0x60217c692af8 : 0x60217c67a202: jmp qword ptr [rip+0x70af4a9a]
jump to orig addr: 0x60217c69674b : 0x60217c67ac38: jmp qword ptr [rip+0x70af3eef]
jump to orig addr: 0x60217c68ead8 : 0x60217c67b88a: jmp qword ptr [rip+0x70af30b4]
jump to orig addr: 0x60217c6956cc : 0x60217c67c377: jmp qword ptr [rip+0x70af23d6]
jump to orig addr: 0x60217c68d747 : 0x60217c67c670: jmp qword ptr [rip+0x70af2084]
jump to orig addr: 0x60217c699b27 : 0x60217c67c6ea: jmp qword ptr [rip+0x70af1f69]
jump to orig addr: 0x60217c6956cc : 0x60217c67d490: jmp qword ptr [rip+0x70af0ff2]
jump to orig addr: 0x60217c6956cc : 0x60217c67d551: jmp qword ptr [rip+0x70af0f24]
jump to orig addr: 0x60217c694564 : 0x60217c67dc6d: jmp qword ptr [rip+0x70af0773]
jump to orig addr: 0x60217c699b27 : 0x60217c67e0c1: jmp qword ptr [rip+0x70af0202]
jump to orig addr: 0x60217c699b25 : 0x60217c67f183: jmp qword ptr [rip+0x70aeef6f]
jump to orig addr: 0x60217c699b28 : 0x60217c67f1a5: jmp qword ptr [rip+0x70aeee7c]
jump to orig addr: 0x60217c699b2c : 0x60217c67f43a: jmp qword ptr [rip+0x70aeeb92]
jump to orig addr: 0x60217c699b2c : 0x60217c67f9e0: jmp qword ptr [rip+0x70aee53b]
jump to orig addr: 0x60217c69072a : 0x60217c67fdfa: jmp qword ptr [rip+0x70aee168]
jump to orig addr: 0x60217c6956cc : 0x60217c67ffe1: jmp qword ptr [rip+0x70aedf04]
jump to orig addr: 0x60217c68fbb0 : 0x60217c6803c7: jmp qword ptr [rip+0x70aedadd]
jump to orig addr: 0x60217c6967af : 0x60217c680b10: jmp qword ptr [rip+0x70aed26b]
jump to orig addr: 0x60217c699b2c : 0x60217c6810fc: jmp qword ptr [rip+0x70aeca96]
jump to orig addr: 0x60217c68faa1 : 0x60217c68144d: jmp qword ptr [rip+0x70aec7b4]
jump to orig addr: 0x60217c699b28 : 0x60217c681837: jmp qword ptr [rip+0x70aec24d]
jump to orig addr: 0x60217c6930ab : 0x60217c68252d: jmp qword ptr [rip+0x70aeb4a6]
jump to orig addr: 0x60217c69380b : 0x60217c682df8: jmp qword ptr [rip+0x70aeaa4a]
jump to orig addr: 0x60217c699b2c : 0x60217c6833b5: jmp qword ptr [rip+0x70aea31c]
jump to orig addr: 0x60217c691aa6 : 0x60217c683897: jmp qword ptr [rip+0x70ae9d99]
jump to orig addr: 0x60217c699b28 : 0x60217c6838b6: jmp qword ptr [rip+0x70ae9d61]
jump to orig addr: 0x60217c6956cc : 0x60217c683977: jmp qword ptr [rip+0x70ae9d1b]
jump to orig addr: 0x60217c699b25 : 0x60217c683f26: jmp qword ptr [rip+0x70ae9727]
jump to orig addr: 0x60217c6956cc : 0x60217c683fe7: jmp qword ptr [rip+0x70ae9611]
jump to orig addr: 0x60217c68f6e2 : 0x60217c6842c8: jmp qword ptr [rip+0x70ae933b]
jump to orig addr: 0x60217c6922dd : 0x60217c684932: jmp qword ptr [rip+0x70ae8bd8]
jump to orig addr: 0x60217c699b2c : 0x60217c6854c5: jmp qword ptr [rip+0x70ae7de8]
jump to orig addr: 0x60217c699b2c : 0x60217c68553c: jmp qword ptr [rip+0x70ae7d70]
jump to orig addr: 0x60217c699b28 : 0x60217c685544: jmp qword ptr [rip+0x70ae7d6f]
jump to orig addr: 0x60217c699b2c : 0x60217c685cf4: jmp qword ptr [rip+0x70ae74c6]
jump to orig addr: 0x60217c694b9e : 0x60217c685ef8: jmp qword ptr [rip+0x70ae73a5]
jump to orig addr: 0x60217c699b2c : 0x60217c686188: jmp qword ptr [rip+0x70ae6fb0]
jump to orig addr: 0x60217c699b2c : 0x60217c686241: jmp qword ptr [rip+0x70ae6ee6]
jump to orig addr: 0x60217c699b2c : 0x60217c68644f: jmp qword ptr [rip+0x70ae6c97]
jump to orig addr: 0x60217c699b27 : 0x60217c68689b: jmp qword ptr [rip+0x70ae67e2]
jump to orig addr: 0x60217c699b2c : 0x60217c686e9f: jmp qword ptr [rip+0x70ae60e5]
jump to orig addr: 0x60217c699b28 : 0x60217c687171: jmp qword ptr [rip+0x70ae5dc6]
jump to orig addr: 0x60217c699b27 : 0x60217c687643: jmp qword ptr [rip+0x70ae5853]
jump to orig addr: 0x60217c699b2c : 0x60217c687d38: jmp qword ptr [rip+0x70ae4fdd]
jump to orig addr: 0x60217c699b2c : 0x60217c687d41: jmp qword ptr [rip+0x70ae4fd3]
jump to orig addr: 0x60217c699b28 : 0x60217c687d5b: jmp qword ptr [rip+0x70ae4fc0]
jump to orig addr: 0x60217c699b28 : 0x60217c687d7a: jmp qword ptr [rip+0x70ae4fa0]
jump to orig addr: 0x60217c699b2c : 0x60217c687da3: jmp qword ptr [rip+0x70ae4f6e]
jump to orig addr: 0x60217c699b2c : 0x60217c688220: jmp qword ptr [rip+0x70ae4a14]
jump to orig addr: 0x60217c68dae6 : 0x60217c688c99: jmp qword ptr [rip+0x70ae3f46]
jump to orig addr: 0x60217c699b2c : 0x60217c688cf0: jmp qword ptr [rip+0x70ae3dce]
jump to orig addr: 0x60217c699b25 : 0x60217c688d64: jmp qword ptr [rip+0x70ae3e31]
jump to orig addr: 0x60217c699b25 : 0x60217c688dd8: jmp qword ptr [rip+0x70ae3dbc]
jump to orig addr: 0x60217c6956cc : 0x60217c688e04: jmp qword ptr [rip+0x70ae3d47]
jump to orig addr: 0x60217c6956cc : 0x60217c688e30: jmp qword ptr [rip+0x70ae3d1a]
jump to orig addr: 0x60217c6956cc : 0x60217c688e76: jmp qword ptr [rip+0x70ae3cd3]
jump to orig addr: 0x60217c6956cc : 0x60217c688ea2: jmp qword ptr [rip+0x70ae3ca6]
jump to orig addr: 0x60217c6956cc : 0x60217c688ee2: jmp qword ptr [rip+0x70ae3c65]
jump to orig addr: 0x60217c6956cc : 0x60217c688f0e: jmp qword ptr [rip+0x70ae3c38]
jump to orig addr: 0x60217c699b25 : 0x60217c688f36: jmp qword ptr [rip+0x70ae3c57]
jump to orig addr: 0x60217c699b25 : 0x60217c688f5e: jmp qword ptr [rip+0x70ae3c2e]
jump to orig addr: 0x60217c699ad9 : 0x60217c68906b: jmp qword ptr [rip+0x70ae3b64]
jump to orig addr: 0x60217c699ad9 : 0x60217c689173: jmp qword ptr [rip+0x70ae3a57]
jump to orig addr: 0x60217c699b27 : 0x60217c689327: jmp qword ptr [rip+0x70ae3786]
jump to orig addr: 0x60217c699b27 : 0x60217c689582: jmp qword ptr [rip+0x70ae34ee]
jump to orig addr: 0x60217c699b2c : 0x60217c689918: jmp qword ptr [rip+0x70ae30ab]
jump to orig addr: 0x60217c68e9cc : 0x60217c689a33: jmp qword ptr [rip+0x70ae3097]
jump to orig addr: 0x60217c699b27 : 0x60217c689a85: jmp qword ptr [rip+0x70ae2f44]
jump to orig addr: 0x60217c69560f : 0x60217c689da1: jmp qword ptr [rip+0x70ae2bab]
jump to orig addr: 0x60217c69560f : 0x60217c68a0f6: jmp qword ptr [rip+0x70ae27ed]
jump to orig addr: 0x60217c69560f : 0x60217c68a44b: jmp qword ptr [rip+0x70ae242f]
jump to orig addr: 0x60217c69560f : 0x60217c68a7a0: jmp qword ptr [rip+0x70ae2071]
jump to orig addr: 0x60217c69560f : 0x60217c68aaf5: jmp qword ptr [rip+0x70ae1cb3]
jump to orig addr: 0x60217c69560f : 0x60217c68ae4a: jmp qword ptr [rip+0x70ae18f5]
jump to orig addr: 0x60217c699b2c : 0x60217c68af7c: jmp qword ptr [rip+0x70ae177a]
jump to orig addr: 0x60217c699b28 : 0x60217c68afb3: jmp qword ptr [rip+0x70ae1746]
jump to orig addr: 0x60217c6956ba : 0x60217c68afea: jmp qword ptr [rip+0x70ae1716]
jump to orig addr: 0x60217c699b27 : 0x60217c68b29f: jmp qword ptr [rip+0x70ae1404]
jump to orig addr: 0x60217c6956cc : 0x60217c68b2c1: jmp qword ptr [rip+0x70ae1441]
jump to orig addr: 0x60217c6956cc : 0x60217c68b2e3: jmp qword ptr [rip+0x70ae141e]
jump to orig addr: 0x60217c6956cc : 0x60217c68b305: jmp qword ptr [rip+0x70ae13fb]
jump to orig addr: 0x60217c6956cc : 0x60217c68b327: jmp qword ptr [rip+0x70ae13d8]
jump to orig addr: 0x60217c6956cc : 0x60217c68b349: jmp qword ptr [rip+0x70ae13b5]
jump to orig addr: 0x60217c6956cc : 0x60217c68b36b: jmp qword ptr [rip+0x70ae1392]
jump to orig addr: 0x60217c699b27 : 0x60217c68b57a: jmp qword ptr [rip+0x70ae10da]
jump to orig addr: 0x60217c699ad9 : 0x60217c68b5b8: jmp qword ptr [rip+0x70ae1193]
jump to orig addr: 0x60217c699b2c : 0x60217c68b62a: jmp qword ptr [rip+0x70ae0fe8]
jump to orig addr: 0x60217c6956cc : 0x60217c68b72f: jmp qword ptr [rip+0x70ae0f66]
jump to orig addr: 0x60217c699b2c : 0x60217c68b7d7: jmp qword ptr [rip+0x70ae0e2d]
jump to orig addr: 0x60217c69560f : 0x60217c68b833: jmp qword ptr [rip+0x70ae0de8]
jump to orig addr: 0x60217c69560f : 0x60217c68b93f: jmp qword ptr [rip+0x70ae0ccf]
jump to orig addr: 0x60217c69348a : 0x60217c68bbf1: jmp qword ptr [rip+0x70ae0adc]
jump to orig addr: 0x60217c699b27 : 0x60217c68c144: jmp qword ptr [rip+0x70ae03b4]
jump to orig addr: 0x60217c699b27 : 0x60217c68c1ac: jmp qword ptr [rip+0x70ae0343]
jump to orig addr: 0x60217c68dbcb : 0x60217c68c457: jmp qword ptr [rip+0x70ae019b]
jump to orig addr: 0x60217c699b27 : 0x60217c68c578: jmp qword ptr [rip+0x70adff55]
jump to orig addr: 0x60217c68e887 : 0x60217c68c647: jmp qword ptr [rip+0x70adff99]
jump to orig addr: 0x60217c699b2c : 0x60217c68c7fb: jmp qword ptr [rip+0x70adfc68]
jump to orig addr: 0x60217c6956cc : 0x60217c68ce07: jmp qword ptr [rip+0x70adf647]
jump to orig addr: 0x60217c699b2c : 0x60217c68cf4d: jmp qword ptr [rip+0x70adf440]
jump to orig addr: 0x60217c68f0ba : 0x60217c68d13c: jmp qword ptr [rip+0x70adf355]
jump to orig addr: 0x60217c68e2a9 : 0x60217c68d253: jmp qword ptr [rip+0x70adf22d]
jump to orig addr: 0x60217c699b2c : 0x60217c68d2ab: jmp qword ptr [rip+0x70adf07c]
jump to orig addr: 0x60217c699b27 : 0x60217c68d2bb: jmp qword ptr [rip+0x70adf09b]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c69fc5c: jmp qword ptr [rip+0x70add0cb]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c69fc8b: jmp qword ptr [rip+0x70add09b]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c69fe4a: jmp qword ptr [rip+0x70adceaf]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6a00c4: jmp qword ptr [rip+0x70adcc08]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6a01ae: jmp qword ptr [rip+0x70adcb0d]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6a0289: jmp qword ptr [rip+0x70adca1d]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6a05f2: jmp qword ptr [rip+0x70adc66b]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6a0811: jmp qword ptr [rip+0x70adc40f]
jump to orig addr: 0x60217c6d2ab4 : 0x60217c6a0c99: jmp qword ptr [rip+0x70adbf1a]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6a0cd0: jmp qword ptr [rip+0x70adbeda]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6a0d91: jmp qword ptr [rip+0x70adbe04]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6a0dff: jmp qword ptr [rip+0x70adbd95]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6a1240: jmp qword ptr [rip+0x70adb8f7]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6a13f8: jmp qword ptr [rip+0x70adb712]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6a162c: jmp qword ptr [rip+0x70adb4b1]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6a16b0: jmp qword ptr [rip+0x70adb420]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6a1831: jmp qword ptr [rip+0x70adb27a]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6a1c6d: jmp qword ptr [rip+0x70adaded]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6a1dba: jmp qword ptr [rip+0x70adac7f]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6a200e: jmp qword ptr [rip+0x70ada9fe]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6a24f9: jmp qword ptr [rip+0x70ada49e]
jump to orig addr: 0x60217c6e2dcc : 0x60217c6a2993: jmp qword ptr [rip+0x70ad9faf]
jump to orig addr: 0x60217c6d2ab4 : 0x60217c6a2df9: jmp qword ptr [rip+0x70ad9acc]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6a2f0b: jmp qword ptr [rip+0x70ad999d]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6a333b: jmp qword ptr [rip+0x70ad9504]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6a33b7: jmp qword ptr [rip+0x70ad9487]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6a39e7: jmp qword ptr [rip+0x70ad8dd6]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6a3c1c: jmp qword ptr [rip+0x70ad8b7c]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6a4028: jmp qword ptr [rip+0x70ad871f]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6a40ed: jmp qword ptr [rip+0x70ad864d]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6a42f1: jmp qword ptr [rip+0x70ad8408]
jump to orig addr: 0x60217c6d719d : 0x60217c6a4679: jmp qword ptr [rip+0x70ad8037]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6a4a1c: jmp qword ptr [rip+0x70ad7c17]
jump to orig addr: 0x60217c6d1b25 : 0x60217c6a4bbe: jmp qword ptr [rip+0x70ad7a70]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6a5609: jmp qword ptr [rip+0x70ad6ee8]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6a5928: jmp qword ptr [rip+0x70ad6b60]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6a59d2: jmp qword ptr [rip+0x70ad6aa5]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6a5cbf: jmp qword ptr [rip+0x70ad6763]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6a5d8d: jmp qword ptr [rip+0x70ad668c]
jump to orig addr: 0x60217c6dfa05 : 0x60217c6a6263: jmp qword ptr [rip+0x70ad6155]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6a62a9: jmp qword ptr [rip+0x70ad60e6]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6a6325: jmp qword ptr [rip+0x70ad6069]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6a63f8: jmp qword ptr [rip+0x70ad5f95]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6a6527: jmp qword ptr [rip+0x70ad5e49]
jump to orig addr: 0x60217c6d2ab4 : 0x60217c6a7e43: jmp qword ptr [rip+0x70ad4290]
jump to orig addr: 0x60217c6d62f4 : 0x60217c6a9019: jmp qword ptr [rip+0x70ad2f05]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6a9de4: jmp qword ptr [rip+0x70ad1f9d]
jump to orig addr: 0x60217c6e4bb2 : 0x60217c6aa242: jmp qword ptr [rip+0x70ad1ac6]
jump to orig addr: 0x60217c6e036d : 0x60217c6aa84e: jmp qword ptr [rip+0x70ad142d]
jump to orig addr: 0x60217c6e00cb : 0x60217c6aabf3: jmp qword ptr [rip+0x70ad1037]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6aac25: jmp qword ptr [rip+0x70ad0fbc]
jump to orig addr: 0x60217c6d2ab4 : 0x60217c6ab089: jmp qword ptr [rip+0x70ad0af3]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6ab096: jmp qword ptr [rip+0x70ad0add]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6ab0d4: jmp qword ptr [rip+0x70ad0a9a]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6ab0e1: jmp qword ptr [rip+0x70ad0a8c]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6ab109: jmp qword ptr [rip+0x70ad0a63]
jump to orig addr: 0x60217c6ea37e : 0x60217c6ab7e4: jmp qword ptr [rip+0x70ad0323]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6aba3b: jmp qword ptr [rip+0x70ad003b]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6abadf: jmp qword ptr [rip+0x70acff8e]
jump to orig addr: 0x60217c6db828 : 0x60217c6ac1d1: jmp qword ptr [rip+0x70acf833]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6acc08: jmp qword ptr [rip+0x70aceca3]
jump to orig addr: 0x60217c6d4e43 : 0x60217c6ad0dc: jmp qword ptr [rip+0x70ace7a6]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6ad2c5: jmp qword ptr [rip+0x70ace530]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6ad599: jmp qword ptr [rip+0x70ace213]
jump to orig addr: 0x60217c6d6235 : 0x60217c6adc66: jmp qword ptr [rip+0x70acdaf5]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6ae6b9: jmp qword ptr [rip+0x70accf15]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6ae76e: jmp qword ptr [rip+0x70acce5f]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6af0c6: jmp qword ptr [rip+0x70acc40e]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6af15c: jmp qword ptr [rip+0x70acc373]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6af3cb: jmp qword ptr [rip+0x70acc0bb]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6afd14: jmp qword ptr [rip+0x70acb689]
jump to orig addr: 0x60217c6d1058 : 0x60217c6b0095: jmp qword ptr [rip+0x70acb327]
jump to orig addr: 0x60217c6d44eb : 0x60217c6b01f3: jmp qword ptr [rip+0x70acb1a4]
jump to orig addr: 0x60217c6d0cd3 : 0x60217c6b0b2e: jmp qword ptr [rip+0x70aca748]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6b0d4e: jmp qword ptr [rip+0x70aca473]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6b1ee4: jmp qword ptr [rip+0x70ac90c8]
jump to orig addr: 0x60217c6dfa05 : 0x60217c6b2412: jmp qword ptr [rip+0x70ac8b31]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6b2774: jmp qword ptr [rip+0x70ac872e]
jump to orig addr: 0x60217c6d44eb : 0x60217c6b28cf: jmp qword ptr [rip+0x70ac861e]
jump to orig addr: 0x60217c6db86e : 0x60217c6b322e: jmp qword ptr [rip+0x70ac7bae]
jump to orig addr: 0x60217c6d7658 : 0x60217c6b3596: jmp qword ptr [rip+0x70ac77d9]
jump to orig addr: 0x60217c6e2527 : 0x60217c6b3a8a: jmp qword ptr [rip+0x70ac7270]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6b3b64: jmp qword ptr [rip+0x70ac70e5]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6b3baa: jmp qword ptr [rip+0x70ac709e]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6b40e7: jmp qword ptr [rip+0x70ac6adc]
jump to orig addr: 0x60217c6e0a2a : 0x60217c6b4438: jmp qword ptr [rip+0x70ac67ce]
jump to orig addr: 0x60217c6ed4dd : 0x60217c6b4f00: jmp qword ptr [rip+0x70ac5bf9]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6b50fb: jmp qword ptr [rip+0x70ac5921]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6b51ac: jmp qword ptr [rip+0x70ac585b]
jump to orig addr: 0x60217c6def62 : 0x60217c6b53c5: jmp qword ptr [rip+0x70ac56b1]
jump to orig addr: 0x60217c6e28ac : 0x60217c6b5918: jmp qword ptr [rip+0x70ac50e1]
jump to orig addr: 0x60217c6d37f6 : 0x60217c6b599e: jmp qword ptr [rip+0x70ac5062]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6b5c4d: jmp qword ptr [rip+0x70ac4cba]
jump to orig addr: 0x60217c6e41a3 : 0x60217c6b7020: jmp qword ptr [rip+0x70ac3732]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6b7a21: jmp qword ptr [rip+0x70ac2ae4]
jump to orig addr: 0x60217c6e1613 : 0x60217c6b7e84: jmp qword ptr [rip+0x70ac26e8]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6b7f85: jmp qword ptr [rip+0x70ac2502]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6b7f91: jmp qword ptr [rip+0x70ac24f5]
jump to orig addr: 0x60217c6d2ab4 : 0x60217c6b8712: jmp qword ptr [rip+0x70ac1ca0]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6b8d3a: jmp qword ptr [rip+0x70ac15e3]
jump to orig addr: 0x60217c6d2cd4 : 0x60217c6b94a1: jmp qword ptr [rip+0x70ac0e97]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6b9ad0: jmp qword ptr [rip+0x70ac0693]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6b9bbb: jmp qword ptr [rip+0x70ac058f]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6b9bc7: jmp qword ptr [rip+0x70ac0582]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6b9c0d: jmp qword ptr [rip+0x70ac053b]
jump to orig addr: 0x60217c6e66bc : 0x60217c6ba019: jmp qword ptr [rip+0x70ac016e]
jump to orig addr: 0x60217c6ee5e9 : 0x60217c6ba930: jmp qword ptr [rip+0x70abf78e]
jump to orig addr: 0x60217c6e87ad : 0x60217c6bae90: jmp qword ptr [rip+0x70abf1a9]
jump to orig addr: 0x60217c6d3092 : 0x60217c6baf05: jmp qword ptr [rip+0x70abf137]
jump to orig addr: 0x60217c6d62fc : 0x60217c6bb3a1: jmp qword ptr [rip+0x70abec26]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6bb416: jmp qword ptr [rip+0x70abeaac]
jump to orig addr: 0x60217c6d0c96 : 0x60217c6bbd2d: jmp qword ptr [rip+0x70abe1a4]
jump to orig addr: 0x60217c6d2250 : 0x60217c6bc9ab: jmp qword ptr [rip+0x70abd3a1]
jump to orig addr: 0x60217c6d1d51 : 0x60217c6bd7a1: jmp qword ptr [rip+0x70abc446]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6be2f8: jmp qword ptr [rip+0x70abb68a]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6be5ce: jmp qword ptr [rip+0x70abb353]
jump to orig addr: 0x60217c6d61b5 : 0x60217c6be68d: jmp qword ptr [rip+0x70abb3ab]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6be738: jmp qword ptr [rip+0x70abb1d3]
jump to orig addr: 0x60217c6d173d : 0x60217c6bede8: jmp qword ptr [rip+0x70abab86]
jump to orig addr: 0x60217c6d7d9f : 0x60217c6beec4: jmp qword ptr [rip+0x70abaaa5]
jump to orig addr: 0x60217c6e2f91 : 0x60217c6bf2af: jmp qword ptr [rip+0x70aba659]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6c0798: jmp qword ptr [rip+0x70ab8dfb]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6c0989: jmp qword ptr [rip+0x70ab8be5]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6c09b4: jmp qword ptr [rip+0x70ab8bb9]
jump to orig addr: 0x60217c6d8239 : 0x60217c6c0a90: jmp qword ptr [rip+0x70ab8c10]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6c0c67: jmp qword ptr [rip+0x70ab88cc]
jump to orig addr: 0x60217c6e2c23 : 0x60217c6c1d64: jmp qword ptr [rip+0x70ab7756]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6c1e0f: jmp qword ptr [rip+0x70ab7556]
jump to orig addr: 0x60217c6eb5e3 : 0x60217c6c248e: jmp qword ptr [rip+0x70ab6f66]
jump to orig addr: 0x60217c6d86d3 : 0x60217c6c256a: jmp qword ptr [rip+0x70ab6e85]
jump to orig addr: 0x60217c6d1b25 : 0x60217c6c26ed: jmp qword ptr [rip+0x70ab6ba5]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6c2bb1: jmp qword ptr [rip+0x70ab6644]
jump to orig addr: 0x60217c6dc0df : 0x60217c6c2f20: jmp qword ptr [rip+0x70ab63c0]
jump to orig addr: 0x60217c6ed8d3 : 0x60217c6c31f8: jmp qword ptr [rip+0x70ab60bb]
jump to orig addr: 0x60217c6d6f1e : 0x60217c6c3cee: jmp qword ptr [rip+0x70ab5478]
jump to orig addr: 0x60217c6e5627 : 0x60217c6c43d7: jmp qword ptr [rip+0x70ab4cd6]
jump to orig addr: 0x60217c6dfa3b : 0x60217c6c465a: jmp qword ptr [rip+0x70ab4a0e]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6c47f9: jmp qword ptr [rip+0x70ab46ce]
jump to orig addr: 0x60217c6fa7c7 : 0x60217c6c4db9: jmp qword ptr [rip+0x70ab4089]
jump to orig addr: 0x60217c6dc7fd : 0x60217c6c5121: jmp qword ptr [rip+0x70ab3e34]
